19 1515735738 3270.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735739 3270.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735740 3270.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735741 3270.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735742 3270.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735748 2892.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735749 2892.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735750 2892.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735751 2892.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735752 2892.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735753 7084.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735754 7084.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735755 7084.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735756 7084.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735757 7084.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735758 1042.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735759 1042.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735760 1042.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735761 1042.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735762 1042.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735763 2892.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735764 2892.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735765 2892.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735766 2892.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735767 2892.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735768 6639.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735769 6639.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735770 6639.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735771 6639.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735772 6639.400000 -1.000000 -101.000000 0.000000 0.000000
19 1515735773 1042.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735774 1042.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735775 1042.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735776 1042.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735777 1042.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735778 2964.200000 -1.000000 -101.000000 0.000000 0.000000
19 1515735779 2964.200000 -1.000000 -101.000000 0.000000 0.000000
19 1515735780 2964.200000 -1.000000 -101.000000 0.000000 0.000000
19 1515735781 2964.200000 -1.000000 -101.000000 0.000000 0.000000
19 1515735782 2964.200000 -1.000000 -101.000000 0.000000 0.000000
19 1515735783 4871.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735784 4871.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735785 4871.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735786 4871.000000 -1.000000 -101.000000 0.000000 0.000000
19 1515735787 4871.000000 -1.000000 -101.000000 0.000000 0.000000
