156 1516008331 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008332 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008333 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008334 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008335 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008351 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008352 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008353 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008354 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008355 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008356 0.200000 -1.000000 -101.000000 0.000000 0.000000
179 1516008361 0.400000 -1.000000 -101.000000 0.000000 0.000000
156 1516008357 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008358 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008359 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008360 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008366 0.200000 -1.000000 -101.000000 0.000000 0.000000
179 1516008362 0.400000 -1.000000 -101.000000 0.000000 0.000000
179 1516008363 0.400000 -1.000000 -101.000000 0.000000 0.000000
179 1516008364 0.400000 -1.000000 -101.000000 0.000000 0.000000
179 1516008365 0.400000 -1.000000 -101.000000 0.000000 0.000000
156 1516008367 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008368 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008369 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008370 0.200000 -1.000000 -101.000000 0.000000 0.000000
156 1516008371 0.600000 -1.000000 -101.000000 0.000000 0.000000
156 1516008372 0.600000 -1.000000 -101.000000 0.000000 0.000000
156 1516008373 0.600000 -1.000000 -101.000000 0.000000 0.000000
156 1516008374 0.600000 -1.000000 -101.000000 0.000000 0.000000
156 1516008375 0.600000 -1.000000 -101.000000 0.000000 0.000000
156 1516008376 0.400000 -1.000000 -101.000000 0.000000 0.000000
179 1516008371 0.400000 -1.000000 -101.000000 0.000000 0.000000
179 1516008372 0.400000 -1.000000 -101.000000 0.000000 0.000000
179 1516008373 0.400000 -1.000000 -101.000000 0.000000 0.000000
179 1516008374 0.400000 -1.000000 -101.000000 0.000000 0.000000
179 1516008375 0.400000 -1.000000 -101.000000 0.000000 0.000000
179 1516008376 0.400000 -1.000000 -101.000000 0.000000 0.000000
156 1516008377 0.400000 -1.000000 -101.000000 0.000000 0.000000
156 1516008378 0.400000 -1.000000 -101.000000 0.000000 0.000000
156 1516008379 0.400000 -1.000000 -101.000000 0.000000 0.000000
